id,first_name,last_name,email,prob
2804,Aglayida,Ivanenko,aglayida.ivanenko@ukr.net,0.47
2805,Semirad,Nazaruk,semirad.nazaruk@gmail.com,7.48
2806,Regina,Bashtan,regina.bashtan@ukr.net,19.09
2807,Viktor,Grodskiy,viktor.grodskiy@gmail.com,85.15
2808,Feodora,Karashevichi,feodora.karashevichi@ukr.net,0.9
2809,Vadim,Tistik,vadim.tistik@gmail.com,1.81
2810,Fevroniya,Ieromenko,fevroniya.ieromenko@ukr.net,30.85
2811,Miloslav,Starcev,miloslav.starcev@gmail.com,0.6
2812,Bilogost,Gavrilyak,bilogost.gavrilyak@gmail.com,0.87
2813,Adrian,Slisarenko,adrian.slisarenko@gmail.com,2.01
2814,Gulyayviter,Panasenko,gulyayviter.panasenko@gmail.com,0.68
2815,Mikola,Kucheryavenko,mikola.kucheryavenko@gmail.com,0.61
2816,Lolya,Lisovenko,lolya.lisovenko@ukr.net,62.06
2817,Marko,Navrockiy,marko.navrockiy@gmail.com,99.47
2818,Dobrogost,Bandrovskiy,dobrogost.bandrovskiy@gmail.com,98.96
2819,Hudan,Sokulskiy,hudan.sokulskiy@gmail.com,94.67
2820,Afanasiy,Malyarchuk,afanasiy.malyarchuk@gmail.com,82.53
2821,Borislava,Trutovskiy,borislava.trutovskiy@ukr.net,90.07
2822,Tarosik,Sidorchuk,tarosik.sidorchuk@gmail.com,18.65
2823,Sobibor,Luk'yanchenko,sobibor.luk'yanchenko@gmail.com,97.14
2824,Volodar,Pisarchuk,volodar.pisarchuk@gmail.com,29.43
2825,Mstibog,Gorbarenko,mstibog.gorbarenko@gmail.com,91.82
2826,Emma,Hudchenko,emma.hudchenko@ukr.net,61.01
2827,Zinoviy,Bilik,zinoviy.bilik@gmail.com,95.53
2828,Knyazhoslav,Savoyka,knyazhoslav.savoyka@gmail.com,81.89
2829,Veselan,Semashko,veselan.semashko@gmail.com,95.35
2830,Sudislav,Indik,sudislav.indik@gmail.com,91.17
2831,Nadiy,Gorlenko,nadiy.gorlenko@gmail.com,99.01
2832,Ceciliya,Yaskevich,ceciliya.yaskevich@ukr.net,83.19
2833,Bilotur,Paneyko,bilotur.paneyko@gmail.com,62.53
2834,Solomon,Zasenko,solomon.zasenko@gmail.com,37.01
2835,Glikeriya,Cviek,glikeriya.cviek@ukr.net,85.51
2836,Volya,Shpak,volya.shpak@gmail.com,98.44
2837,Akilina,Boyarchuk,akilina.boyarchuk@ukr.net,74.4
2838,Domorad,Panasyuk,domorad.panasyuk@gmail.com,97.6
2839,Oktaviya,Babunyak,oktaviya.babunyak@ukr.net,97.47
2840,Yavir,Gakman,yavir.gakman@gmail.com,94.35
2841,Zemfira,Pivtorak,zemfira.pivtorak@ukr.net,94.58
2842,Yarilo,Rusin,yarilo.rusin@gmail.com,1.04
2843,Panas,Kozak,panas.kozak@gmail.com,1.45
2844,Dominik,Kossak,dominik.kossak@gmail.com,2.06
2845,Perelyuba,Pavlovskiy,perelyuba.pavlovskiy@ukr.net,6.57
2846,Svitlogor,Didushok,svitlogor.didushok@gmail.com,0.5
2847,Divozir,Demuckiy,divozir.demuckiy@gmail.com,7.06
2848,Rostichara,Lyubchenko,rostichara.lyubchenko@ukr.net,1.07
2849,Semen,Atamanyuk,semen.atamanyuk@gmail.com,2.14
2850,Magadara,Korbut,magadara.korbut@ukr.net,1.28
2851,Gradimir,Pirozhenko,gradimir.pirozhenko@gmail.com,5.93
2852,Tarosik,Karasyuk,tarosik.karasyuk@gmail.com,48.5
2853,Sila,Onushko,sila.onushko@gmail.com,2.44
2854,Boguslav,Odrehivskiy,boguslav.odrehivskiy@gmail.com,0.41
2855,Radogost,Arsenyuk,radogost.arsenyuk@gmail.com,41.0
2856,Dzvenislava,Akulenko,dzvenislava.akulenko@ukr.net,0.96
2857,Yarosh,Saliy,yarosh.saliy@gmail.com,3.57
2858,Filicitata,Vivcharik,filicitata.vivcharik@ukr.net,0.8
2859,Lidiya,Riznik,lidiya.riznik@ukr.net,0.88
2860,Trigost,Zaharko,trigost.zaharko@gmail.com,1.5
2861,Radovan,Shvidkiy,radovan.shvidkiy@gmail.com,47.99
2862,Svitolyuba,Aiedonickiy,svitolyuba.aiedonickiy@ukr.net,76.78
2863,Zboyislav,Friz,zboyislav.friz@gmail.com,7.49
2864,Tvorimir,Minyaylo,tvorimir.minyaylo@gmail.com,1.96
2865,Priska,Luzheckiy,priska.luzheckiy@ukr.net,1.47
2866,Lyubomila,Gutirya,lyubomila.gutirya@ukr.net,1.76
2867,Gerasim,Kormosh,gerasim.kormosh@gmail.com,1.27
2868,Yasnovid,Kuzmenko,yasnovid.kuzmenko@gmail.com,92.83
2869,Tamara,Demchak,tamara.demchak@ukr.net,1.78
2870,Olga,Kolosyuk,olga.kolosyuk@ukr.net,0.62
2871,Mariya,Potapchuk,mariya.potapchuk@ukr.net,19.02
2872,Bazhana,Krasickiy,bazhana.krasickiy@ukr.net,2.53
2873,Krasimira,Azhazha,krasimira.azhazha@ukr.net,57.27
2874,Lavrin,Semenihin,lavrin.semenihin@gmail.com,0.48
2875,Zinayida,Ribalchenko,zinayida.ribalchenko@ukr.net,0.5
2876,Alisa,Adamovskiy,alisa.adamovskiy@ukr.net,2.9
2877,Ada,Vatulya,ada.vatulya@ukr.net,1.58
2878,Gostomisl,Gurko,gostomisl.gurko@gmail.com,0.61
2879,Chestislav,Strelchenko,chestislav.strelchenko@gmail.com,2.1
2880,Haritina,Koziy,haritina.koziy@ukr.net,0.51
2881,Osmomisl,Nemirovich-Danchenko,osmomisl.nemirovich-danchenko@gmail.com,0.62
2882,Iekaterina,Mihaylenko,iekaterina.mihaylenko@ukr.net,12.65
2883,Sudislav,Tistik,sudislav.tistik@gmail.com,98.85
2884,Snovid,Andrusiv,snovid.andrusiv@gmail.com,1.54
2885,Soncelik,Ivano,soncelik.ivano@gmail.com,12.53
2886,Borislav,Zhivotko,borislav.zhivotko@gmail.com,6.4
2887,Siloslava,Morgun,siloslava.morgun@ukr.net,1.33
2888,Adelina,Zhigalko,adelina.zhigalko@ukr.net,1.3
2889,Radimir,Olhivskiy,radimir.olhivskiy@gmail.com,3.46
2890,Dorogomisl,Buchackiy,dorogomisl.buchackiy@gmail.com,0.89
2891,Rusan,Kruglyak,rusan.kruglyak@gmail.com,40.81
2892,Mirolyub,Malanyuk,mirolyub.malanyuk@gmail.com,0.45
2893,Predislav,Gogol-Yanovskiy,predislav.gogol-yanovskiy@gmail.com,5.67
2894,Gordislav,Lavrinenko,gordislav.lavrinenko@gmail.com,5.25
2895,Slavomir,Shpirka,slavomir.shpirka@gmail.com,85.77
2896,Krasnovida,Skripal,krasnovida.skripal@ukr.net,81.71
2897,Avgustin,Zaklinskiy,avgustin.zaklinskiy@gmail.com,14.39
2898,Violetta,Gorzhiy,violetta.gorzhiy@ukr.net,1.38
2899,Kuzma,Borisenko,kuzma.borisenko@gmail.com,2.36
2900,Dalemil,Ilkiv,dalemil.ilkiv@gmail.com,2.33
2901,Dibach,Duhota,dibach.duhota@gmail.com,93.82
2902,Lyubomir,Buryachok,lyubomir.buryachok@gmail.com,0.82
2903,Zoreslava,Luk'yanchenko,zoreslava.luk'yanchenko@ukr.net,10.37
2904,Horoshko,Bogachevskiy,horoshko.bogachevskiy@gmail.com,0.8
2905,Agata,Vasilyuk,agata.vasilyuk@ukr.net,96.72
2906,Isidora,Krohmalyuk,isidora.krohmalyuk@ukr.net,0.71
2907,Martina,Onishchak,martina.onishchak@ukr.net,97.83
2908,Timur,Cibuliev,timur.cibuliev@gmail.com,24.91
2909,Medorada,Mashkovskiy,medorada.mashkovskiy@ukr.net,1.82
2910,Emma,Yurzhenko,emma.yurzhenko@ukr.net,0.66
2911,Timur,Manuylenko,timur.manuylenko@gmail.com,3.2
2912,Stella,Lesevichi,stella.lesevichi@ukr.net,7.47
2913,Snaga,Bilovus,snaga.bilovus@gmail.com,1.75
2914,Vseslav,Kotelyanskiy,vseslav.kotelyanskiy@gmail.com,0.97
2915,Borimir,Romanovska,borimir.romanovska@gmail.com,0.22
2916,Dibach,Polovinko,dibach.polovinko@gmail.com,0.99
2917,Derzhikray,Stobenskiy,derzhikray.stobenskiy@gmail.com,15.04
2918,Aurika,Antonov-Ovsiienko,aurika.antonov-ovsiienko@ukr.net,1.71
2919,Artemiya,Illyashenko,artemiya.illyashenko@ukr.net,0.69
2920,Radimir,Luckiy,radimir.luckiy@gmail.com,99.02
2921,Lyuborada,Matkobozhik,lyuborada.matkobozhik@ukr.net,0.54
2922,Volya,Pigulyak,volya.pigulyak@gmail.com,1.91
2923,Mudrolyub,Andreychenko,mudrolyub.andreychenko@gmail.com,0.95
2924,Rusyavka,Viter,rusyavka.viter@ukr.net,0.39
2925,Lyubomil,Nikolyuk,lyubomil.nikolyuk@gmail.com,98.02
2926,Slava,Shmorgun,slava.shmorgun@ukr.net,2.28
2927,Sonceslava,Luganskiy,sonceslava.luganskiy@ukr.net,88.34
2928,Yulian,Kadenyuk,yulian.kadenyuk@gmail.com,0.77
2929,Milodara,Danilyuk,milodara.danilyuk@ukr.net,0.89
2930,Gostyata,Akulenko,gostyata.akulenko@gmail.com,95.69
2931,Afanasiya,Golovchenko,afanasiya.golovchenko@ukr.net,1.39
2932,Rava,Nechay,rava.nechay@gmail.com,0.79
2933,Pervushko,Malovaniy,pervushko.malovaniy@gmail.com,1.31
2934,Ladomir,Viter,ladomir.viter@gmail.com,1.3
2935,Slava,Bezus,slava.bezus@gmail.com,1.72
2936,Lyubomisl,Zagaykevich,lyubomisl.zagaykevich@gmail.com,4.47
2937,Marina,Gerasimenko,marina.gerasimenko@ukr.net,0.7
2938,Timoh,Bilobram,timoh.bilobram@gmail.com,3.21
2939,Milodara,Baloga,milodara.baloga@ukr.net,0.56
2940,Iegor,Tokarenko,iegor.tokarenko@gmail.com,3.18
2941,Dobrodum,Smoliy,dobrodum.smoliy@gmail.com,96.61
2942,Arkadiya,Volovik,arkadiya.volovik@ukr.net,0.64
2943,Oremiv,Klimpush,oremiv.klimpush@gmail.com,1.47
2944,Emma,Taranyuk,emma.taranyuk@ukr.net,2.19
2945,Bazhan,Sidorchuk,bazhan.sidorchuk@gmail.com,1.3
2946,Perelyuba,Demich,perelyuba.demich@ukr.net,1.32
2947,Ester,Verhovinec,ester.verhovinec@ukr.net,3.92
2948,Dragan,Yuhimenko,dragan.yuhimenko@gmail.com,1.44
2949,Semen,Chorniy,semen.chorniy@gmail.com,0.77
2950,Gordyata,Shariy,gordyata.shariy@gmail.com,97.3
2951,Knyazhoslav,Popovskiy,knyazhoslav.popovskiy@gmail.com,1.17
2952,Vlad,Koshel,vlad.koshel@gmail.com,2.92
2953,Luk'yan,Otkovich,luk'yan.otkovich@gmail.com,6.5
2954,Zoreglyada,Gudimenko,zoreglyada.gudimenko@ukr.net,5.08
2955,Hotimir,Pankivskiy,hotimir.pankivskiy@gmail.com,83.0
2956,Svyatolyub,Zbarazka,svyatolyub.zbarazka@gmail.com,1.92
2957,Turbrid,Demchak,turbrid.demchak@gmail.com,0.29
2958,Gerasim,Mihalska,gerasim.mihalska@gmail.com,7.56
2959,Bilomir,Stobenskiy,bilomir.stobenskiy@gmail.com,0.93
2960,Gleb,Sirovatskiy,gleb.sirovatskiy@gmail.com,0.71
2961,Timoh,Sulimi,timoh.sulimi@gmail.com,2.18
2962,Svyatogor,Gordinskiy,svyatogor.gordinskiy@gmail.com,93.31
2963,Valentin,Bokshay,valentin.bokshay@gmail.com,0.9
2964,Radimir,Chekalyuk,radimir.chekalyuk@gmail.com,2.19
2965,Boyan,Gorbatyuk,boyan.gorbatyuk@gmail.com,10.0
2966,Fotina,Chorniy voron,fotina.chorniyvoron@ukr.net,0.72
2967,Likera,Strocen,likera.strocen@ukr.net,3.57
2968,Rosina,Kovalyuk,rosina.kovalyuk@ukr.net,1.53
2969,Sevastiana,Turchina,sevastiana.turchina@ukr.net,2.97
2970,Vadim,Yuhimovich,vadim.yuhimovich@gmail.com,0.63
2971,Faust,Shevchenko,faust.shevchenko@gmail.com,1.95
2972,Dorogomir,Chornovil,dorogomir.chornovil@gmail.com,1.47
2973,Zoreglyad,Ratushniy,zoreglyad.ratushniy@gmail.com,0.69
2974,Podolyan,Chuhlib,podolyan.chuhlib@gmail.com,0.4
2975,Hotyan,Stasyuk,hotyan.stasyuk@gmail.com,10.34
2976,Pozvizda,Mayboroda,pozvizda.mayboroda@ukr.net,0.39
2977,Semirad,Zinov'iev,semirad.zinov'iev@gmail.com,64.64
2978,Yar,Kis,yar.kis@gmail.com,0.45
2979,Veselan,Gnidichi,veselan.gnidichi@gmail.com,94.28
2980,Romena,Liseckiy,romena.liseckiy@ukr.net,0.82
2981,Borislava,Burlyuk,borislava.burlyuk@ukr.net,11.99
2982,Leonid,Soroka,leonid.soroka@gmail.com,22.26
2983,Tverdislava,Franchuk,tverdislava.franchuk@ukr.net,0.89
2984,Svitolik,Prohorenko,svitolik.prohorenko@gmail.com,95.01
2985,Boyan,Nikolaychuk,boyan.nikolaychuk@gmail.com,2.43
2986,Makivka,Riznichenko,makivka.riznichenko@ukr.net,1.32
2987,Gorisvit,Shumlyanskiy,gorisvit.shumlyanskiy@gmail.com,89.76
2988,Vladislav,Sherstyuk,vladislav.sherstyuk@gmail.com,2.4
2989,Mstislav,Nagirniy,mstislav.nagirniy@gmail.com,1.05
2990,Svitoslav,Ryashko,svitoslav.ryashko@gmail.com,1.75
2991,Ivantoslav,Mogitich,ivantoslav.mogitich@gmail.com,1.28
2992,Korina,Hmeleckiy,korina.hmeleckiy@ukr.net,24.3
2993,Timur,Gladkih,timur.gladkih@gmail.com,1.69
2994,Timoh,Buleca,timoh.buleca@gmail.com,5.92
2995,Zorepad,Sozanskiy,zorepad.sozanskiy@gmail.com,1.84
2996,Lyubomila,Gotra,lyubomila.gotra@ukr.net,6.0
2997,Kalenik,Yaniv,kalenik.yaniv@gmail.com,0.61
2998,Stefaniya,Lesyuk,stefaniya.lesyuk@ukr.net,0.74
2999,Miloslav,Cibenko,miloslav.cibenko@gmail.com,1.8
3000,Yasen,Burbak,yasen.burbak@gmail.com,0.79
3001,Lyubim,Skorohod,lyubim.skorohod@gmail.com,1.82
3002,Zahar,Gavrilyak,zahar.gavrilyak@gmail.com,1.13
3003,Gervasiy,Pavlovich,gervasiy.pavlovich@gmail.com,1.41
3004,Filicitata,Nikolenko,filicitata.nikolenko@ukr.net,1.37
3005,Ladislav,Modzalevskiy,ladislav.modzalevskiy@gmail.com,7.92
3006,Soncevida,Udovichenko,soncevida.udovichenko@ukr.net,1.9
3007,Varvara,Shatkovskiy,varvara.shatkovskiy@ukr.net,2.54
3008,Ladimir,Strokach,ladimir.strokach@gmail.com,91.43
3009,Domaha,Gucal,domaha.gucal@ukr.net,19.47
3010,Marichka,Oliynichenko,marichka.oliynichenko@ukr.net,0.92
3011,Avksentiy,Tudor,avksentiy.tudor@gmail.com,6.6
3012,Izyaslav,Roshko,izyaslav.roshko@gmail.com,2.9
3013,Lina,Lyudkevich,lina.lyudkevich@ukr.net,2.31
3014,Svitlogor,Guliy,svitlogor.guliy@gmail.com,96.93
3015,Ganna,Lazor,ganna.lazor@ukr.net,0.73
3016,Stella,Andriienko,stella.andriienko@ukr.net,0.68
3017,Palac,Borovec,palac.borovec@gmail.com,1.79
3018,Klara,Simenovich,klara.simenovich@ukr.net,94.59
3019,Burevist,Kovalyuk,burevist.kovalyuk@gmail.com,1.14
3020,Timish,Reshko,timish.reshko@gmail.com,1.48
3021,Vira,Rudinskiy,vira.rudinskiy@ukr.net,0.71
3022,Nazariy,Talan,nazariy.talan@gmail.com,12.46
3023,Cheslava,Zubik,cheslava.zubik@ukr.net,0.96
3024,Lyubislava,Tomenko,lyubislava.tomenko@ukr.net,1.08
3025,Dmitro,Gromnickiy,dmitro.gromnickiy@gmail.com,14.32
3026,Naslav,Kulikovskiy,naslav.kulikovskiy@gmail.com,3.12
3027,Ioann,Macuka,ioann.macuka@gmail.com,96.78
3028,Vognyan,Petrickiy,vognyan.petrickiy@gmail.com,0.82
3029,Fekla,Yushnevskiy,fekla.yushnevskiy@ukr.net,0.48
3030,Arkadiya,Palinchak,arkadiya.palinchak@ukr.net,3.23
3031,Miloduh,Pilipenko,miloduh.pilipenko@gmail.com,1.02
3032,Atrey,Svashenko,atrey.svashenko@gmail.com,1.2
3033,Kseniya,Polniy,kseniya.polniy@ukr.net,1.86
3034,Azaliya,Shamray,azaliya.shamray@ukr.net,1.95
3035,Solovey,Carik,solovey.carik@gmail.com,1.12
3036,Sergiy,Gurko,sergiy.gurko@gmail.com,5.35
3037,Ustim,Sotnichenko,ustim.sotnichenko@gmail.com,6.93
3038,Radomir,Omelchuk,radomir.omelchuk@gmail.com,1.5
3039,Anfisa,Tihenko,anfisa.tihenko@ukr.net,0.72
3040,Vselyud,Butovichi,vselyud.butovichi@gmail.com,0.87
3041,Rad,Antonyuk,rad.antonyuk@gmail.com,3.61
3042,Likeriya,Shchiricya,likeriya.shchiricya@ukr.net,1.86
3043,Svitoyara,Krivosheya,svitoyara.krivosheya@ukr.net,0.49
3044,Artur,Samborskiy,artur.samborskiy@gmail.com,2.28
3045,Asklipiya,Brodackiy,asklipiya.brodackiy@ukr.net,8.42
3046,Vir,Bal,vir.bal@gmail.com,12.58
3047,Radovan,Zaruba,radovan.zaruba@gmail.com,4.98
3048,Svitolika,Burbeza,svitolika.burbeza@ukr.net,99.17
3049,Vassa,Rizun,vassa.rizun@ukr.net,1.44
3050,Gulyayviter,Luzheckiy,gulyayviter.luzheckiy@gmail.com,3.14
3051,Levko,Yurchuk,levko.yurchuk@gmail.com,1.15
3052,Afanasiya,Makarushka,afanasiya.makarushka@ukr.net,2.18
3053,Toligniv,Gupalo,toligniv.gupalo@gmail.com,5.27
3054,Mokrina,Avdieienko,mokrina.avdieienko@ukr.net,50.59
3055,Sinooka,Zaychenko,sinooka.zaychenko@ukr.net,1.53
3056,Alevtina,Tertishniy,alevtina.tertishniy@ukr.net,1.47
3057,Zemislav,Antkiv,zemislav.antkiv@gmail.com,55.32
3058,Luk'yan,Kachurovskiy,luk'yan.kachurovskiy@gmail.com,2.08
3059,Svitomir,Davidko,svitomir.davidko@gmail.com,77.63
3060,Listvich,Chizhevskiy,listvich.chizhevskiy@gmail.com,4.16
3061,Svitodara,Sevruk,svitodara.sevruk@ukr.net,90.03
3062,Yaroslav,Yalanskiy,yaroslav.yalanskiy@gmail.com,0.71
3063,Spas,Kuzmuk,spas.kuzmuk@gmail.com,3.39
3064,Konon,Shchegelskiy,konon.shchegelskiy@gmail.com,7.25
3065,Oleksa,Kotorovich,oleksa.kotorovich@gmail.com,0.89
3066,Bogdan,Kulzhenko,bogdan.kulzhenko@gmail.com,1.33
3067,Akilina,Tobilevichi,akilina.tobilevichi@ukr.net,1.12
3068,Alfreda,Makarenko,alfreda.makarenko@ukr.net,1.7
3069,Lyubomil,Yanickiy,lyubomil.yanickiy@gmail.com,99.03
3070,Nataliya,Martinovskiy,nataliya.martinovskiy@ukr.net,0.34
3071,Tereza,Pavlik,tereza.pavlik@ukr.net,4.96
3072,Nemir,Digtyar,nemir.digtyar@gmail.com,1.78
3073,Dorogomir,Strokach,dorogomir.strokach@gmail.com,76.97
3074,Tatolyuba,Mihaylenko,tatolyuba.mihaylenko@ukr.net,32.43
3075,Ontin,Kurpita,ontin.kurpita@gmail.com,0.84
3076,Glib,Skichko,glib.skichko@gmail.com,97.32
3077,Tamara,Sagaydachniy,tamara.sagaydachniy@ukr.net,0.85
3078,Nina,Sapelyak,nina.sapelyak@ukr.net,1.93
3079,Valentina,Kvit,valentina.kvit@ukr.net,0.84
3080,Buytur,Averchenko,buytur.averchenko@gmail.com,2.57
3081,Chesmil,Dudnik,chesmil.dudnik@gmail.com,1.14
3082,Rusana,Petrushevich,rusana.petrushevich@ukr.net,1.54
3083,Ostromisl,Gurskiy,ostromisl.gurskiy@gmail.com,1.02
3084,Mechislava,Krizhanovskiy,mechislava.krizhanovskiy@ukr.net,2.67
3085,Edita,Sidorchuk,edita.sidorchuk@ukr.net,0.81
3086,Stanislav,Gradovskiy,stanislav.gradovskiy@gmail.com,1.12
3087,Radogosta,Gerega,radogosta.gerega@ukr.net,1.65
3088,Lina,Puzina,lina.puzina@ukr.net,6.73
3089,Milana,Bezsmertniy,milana.bezsmertniy@ukr.net,7.66
3090,Vir,Masik,vir.masik@gmail.com,1.14
3091,Trigost,Lelyuk,trigost.lelyuk@gmail.com,5.03
3092,Polina,Afanasenko,polina.afanasenko@ukr.net,0.46
3093,Filicata,Dem'yanyuk,filicata.dem'yanyuk@ukr.net,1.37
3094,Bratislav,Shimchuk,bratislav.shimchuk@gmail.com,0.53
3095,Hudan,Demchak,hudan.demchak@gmail.com,1.58
3096,Gorimisl,Zakusilo,gorimisl.zakusilo@gmail.com,96.17
3097,Boyan,Vinokur,boyan.vinokur@gmail.com,0.74
3098,Lyutomisl,Yasniy,lyutomisl.yasniy@gmail.com,3.83
3099,Zinayida,Galchak,zinayida.galchak@ukr.net,0.37
3100,Zolotodana,Potochnyak,zolotodana.potochnyak@ukr.net,3.88
3101,Karina,Bab'yak,karina.bab'yak@ukr.net,2.63
3102,Anzhelika,Pushchenko,anzhelika.pushchenko@ukr.net,0.9
3103,Oksana,Tovstuha,oksana.tovstuha@ukr.net,1.82
3104,Viktoriya,Kobilyanskiy,viktoriya.kobilyanskiy@ukr.net,1.1
3105,Alina,Berezhniy,alina.berezhniy@ukr.net,85.35
3106,Yuliya,Trocyuk,yuliya.trocyuk@ukr.net,92.99
3107,Yuliy,Shtanko,yuliy.shtanko@gmail.com,1.8
3108,Lola,Danchuk,lola.danchuk@ukr.net,1.5
3109,Inga,Shaptala,inga.shaptala@ukr.net,4.79
3110,Vist,Zheliborskiy,vist.zheliborskiy@gmail.com,2.94
3111,Vitomir,Vihrushch,vitomir.vihrushch@gmail.com,1.02
3112,Rostislava,Shevchenko,rostislava.shevchenko@ukr.net,79.5
3113,Orhip,Zhuravel,orhip.zhuravel@gmail.com,52.97
3114,Syuzanna,Materskiy,syuzanna.materskiy@ukr.net,1.26
3115,Dantur,Shchors,dantur.shchors@gmail.com,0.38
3116,Yarosh,Pryadchenko,yarosh.pryadchenko@gmail.com,2.21
3117,Lyana,Mogilyanskiy,lyana.mogilyanskiy@ukr.net,0.95
3118,Natalka,Kuybida,natalka.kuybida@ukr.net,1.9
3119,Dzvinka,Gorayskiy,dzvinka.gorayskiy@ukr.net,1.61
3120,Snozir,Zayac,snozir.zayac@gmail.com,1.76
3121,Buymir,Galiv,buymir.galiv@gmail.com,1.63
3122,Polina,Krupa,polina.krupa@ukr.net,0.55
3123,Radogost,Yarockiy,radogost.yarockiy@gmail.com,1.63
3124,Svitozara,Nechay,svitozara.nechay@ukr.net,1.02
3125,Vishata,Zaharenko,vishata.zaharenko@gmail.com,0.83
3126,Oles,Kayda,oles.kayda@gmail.com,98.94
3127,Pershik,Chernenko,pershik.chernenko@gmail.com,78.97
3128,Velichar,Armashenko,velichar.armashenko@gmail.com,1.15
3129,Silolyub,Zaluzhniy,silolyub.zaluzhniy@gmail.com,2.72
3130,Hotimir,Dublyanski,hotimir.dublyanski@gmail.com,97.43
3131,Zhadana,Andrushchenko,zhadana.andrushchenko@ukr.net,99.0
3132,Tolislav,Merezhko,tolislav.merezhko@gmail.com,2.29
3133,Vognyan,Zinkevich,vognyan.zinkevich@gmail.com,6.98
3134,Svyatovid,Topolnickiy,svyatovid.topolnickiy@gmail.com,87.45
3135,Yivga,Shpak,yivga.shpak@ukr.net,0.9
3136,Svitlana,Hmelko,svitlana.hmelko@ukr.net,0.76
3137,Oleksandr,Gorovenko,oleksandr.gorovenko@gmail.com,1.17
3138,Vukol,Poderv'yanskiy,vukol.poderv'yanskiy@gmail.com,4.06
3139,Malunya,Didushok,malunya.didushok@ukr.net,1.58
3140,Ostromira,Onofriychuk,ostromira.onofriychuk@ukr.net,0.95
3141,Hodota,Beleckiy,hodota.beleckiy@gmail.com,10.08
3142,Alevtin,Korbut,alevtin.korbut@gmail.com,6.03
3143,Taroslav,Znosko-Borovskiy,taroslav.znosko-borovskiy@gmail.com,1.63
3144,Mayya,Udovichenko,mayya.udovichenko@ukr.net,93.36
3145,David,Sodomora,david.sodomora@gmail.com,1.86
3146,V'yacheslava,Poplavskiy,v'yacheslava.poplavskiy@ukr.net,1.85
3147,Magadar,Tolubko,magadar.tolubko@gmail.com,13.42
3148,Kiieslav,Bokiy,kiieslav.bokiy@gmail.com,94.86
3149,Tvorimir,Kashchenko,tvorimir.kashchenko@gmail.com,3.57
3150,Osmomisla,Lazurenko,osmomisla.lazurenko@ukr.net,1.84
3151,Polyan,Tihiy,polyan.tihiy@gmail.com,16.14
3152,Vanda,Odinec,vanda.odinec@ukr.net,0.76
3153,Markiyan,Bezugliy,markiyan.bezugliy@gmail.com,1.09
3154,Adam,Bernackiy,adam.bernackiy@gmail.com,99.07
3155,Stanimira,Kovalevskiy,stanimira.kovalevskiy@ukr.net,1.51
3156,Odarka,Sharko,odarka.sharko@ukr.net,0.9
3157,Feodosiya,Voytyuk,feodosiya.voytyuk@ukr.net,1.29
3158,Valentin,Verhola,valentin.verhola@gmail.com,2.45
3159,Svitolyub,Mulyar,svitolyub.mulyar@gmail.com,0.69
3160,Siloslav,Zaharenko,siloslav.zaharenko@gmail.com,92.8
3161,Bilotur,Tancyura,bilotur.tancyura@gmail.com,29.12
3162,Glafira,Timchuk,glafira.timchuk@ukr.net,1.94
3163,Ieva,Shkraba,ieva.shkraba@ukr.net,3.0
3164,Dar,Voytyuk,dar.voytyuk@gmail.com,0.67
3165,Orest,Lyutiy,orest.lyutiy@gmail.com,81.67
3166,Rus,Singalevich,rus.singalevich@gmail.com,4.66
3167,Korneliy,Krivda,korneliy.krivda@gmail.com,29.04
3168,Ostromisl,Usik,ostromisl.usik@gmail.com,1.2
3169,Avgustin,Krupska,avgustin.krupska@gmail.com,18.03
3170,Artemisa,Vorona,artemisa.vorona@ukr.net,91.97
3171,Kolodiy,Rozumovskiy,kolodiy.rozumovskiy@gmail.com,79.62
3172,Georgiy,Palatnik,georgiy.palatnik@gmail.com,3.0
3173,Varfolomiy,Prihodko,varfolomiy.prihodko@gmail.com,92.77
3174,Slavuta,Sheregiy,slavuta.sheregiy@gmail.com,0.81
3175,Vlad,Tkachenko,vlad.tkachenko@gmail.com,1.9
3176,Agapiya,Yanickiy,agapiya.yanickiy@ukr.net,10.91
3177,Taroslav,Kudrik,taroslav.kudrik@gmail.com,3.6
3178,Bronislava,Shulga Vasil,bronislava.shulgavasil@ukr.net,6.22
3179,Rostunya,Klimovska,rostunya.klimovska@ukr.net,0.96
3180,Glib,Riznichenko,glib.riznichenko@gmail.com,1.32
3181,Tvorislava,Volvach,tvorislava.volvach@ukr.net,1.24
3182,Gatuslav,Sagal,gatuslav.sagal@gmail.com,6.34
3183,Feliksa,Serezhenko,feliksa.serezhenko@ukr.net,0.56
3184,Lukreciya,Balyuk,lukreciya.balyuk@ukr.net,0.91
3185,Yarina,Zubarenko,yarina.zubarenko@ukr.net,3.79
3186,Svitokol,Turyanskiy,svitokol.turyanskiy@gmail.com,37.89
3187,Gorisvit,Hodimchuk,gorisvit.hodimchuk@gmail.com,8.04
3188,Petro,Oleskiv,petro.oleskiv@gmail.com,5.26
3189,Dar,Indishevskiy,dar.indishevskiy@gmail.com,4.58
3190,Zoremir,Lisnichiy,zoremir.lisnichiy@gmail.com,2.52
3191,Kikiliya,Karpa,kikiliya.karpa@ukr.net,0.4
3192,Nadislava,Shablovskiy,nadislava.shablovskiy@ukr.net,0.85
3193,Rufina,Balika,rufina.balika@ukr.net,1.32
